AT2G41231
AT5G43690
AT5G23220
AT1G09537
AT4G36610
AT1G06083
AT3G62990
AT4G17030
AT1G73830
AT5G14565
AT3G16860
AT3G46370
AT2G23590
AT3G03341
AT4G24000
AT3G01205
AT1G55990
AT1G76580
AT1G72120
AT5G02360
AT5G06605
AT3G05858
AT4G34380
AT5G60910
AT4G00210
AT5G49340
AT4G02850
AT3G07600
AT2G36295
AT4G29930
AT1G64563
AT1G01780
AT1G50745
AT5G42010
AT3G05650
AT1G53890
AT1G18860
AT3G05935
AT1G62760
AT1G50040
AT1G33770
AT2G36950
AT1G17240
AT2G44480
AT1G05330
AT3G47780
AT2G33480
AT1G74010
AT3G13276
AT2G26692
AT1G62800
AT2G43880
AT4G31354
AT2G34020
AT4G01430
AT3G25855
AT2G15220
AT1G79245
AT4G33970
AT4G00700
AT1G27170
AT4G31100
AT3G51400
AT1G54095
AT1G66860
AT4G01910
AT5G09480
AT4G17470
AT3G46670
AT3G05320
AT4G01010
AT1G05340
AT5G10210
AT5G56540
AT1G03700
AT5G05085
AT5G66780
AT5G67430
AT5G63800
AT3G50380
AT1G61100
AT5G48740
AT5G39030
AT2G08460
AT2G32160
AT4G22960
AT4G19460
AT2G18800
AT1G04445
AT4G18050
AT4G13340
AT5G24100
AT1G58590
AT1G52565
AT1G08050
AT2G31985
AT1G44608
AT2G31020
AT5G45990
AT3G55910
AT3G55870
AT1G49960
AT4G33550
AT1G73220
AT2G40470
AT1G21920
AT5G57565
AT4G29780
AT2G04805
AT1G80660
AT4G28380
AT5G23950
AT5G40800
AT2G47200
AT4G24110
AT3G01990
AT4G12545
AT3G58550
AT2G04170
AT5G48770
AT1G09880
AT5G26290
AT1G72830
AT4G32250
AT2G01021
AT5G14120
AT5G52120
AT1G29200
AT3G21600
AT1G28230
AT4G01330
AT3G29630
AT1G30860
AT3G11150
AT1G64200
AT3G57680
AT2G39530
AT2G39310
AT3G09960
AT1G15385
AT1G70500
AT3G05160
AT3G05165
AT1G48260
AT1G75730
AT3G56200
AT5G47740
AT5G50800
AT2G48060
AT5G14470
AT1G53100
AT2G14520
AT5G23490
AT4G31355
AT1G20970
AT1G50750
AT2G31420
AT1G60190
AT1G79310
AT4G14370
AT5G15845
AT5G15853
AT1G05562
AT2G42890
AT1G03080
AT5G34940
AT3G47790
AT3G46650
AT1G60970
AT3G44200
AT2G20320
AT3G15720
AT3G50560
AT5G46115
AT5G10946
AT5G24870
AT2G27389
AT1G57990
AT1G69450
AT5G26260
AT1G20880
AT5G41590
AT5G04370
AT4G19430
AT4G35680
AT4G32480
AT5G18850
AT3G13950
AT5G24215
AT5G02230
AT2G47530
AT2G25460
AT2G38790
AT2G22510
AT3G15370
AT5G45970
AT3G50280
AT5G44820
AT5G25770
AT1G56300
AT4G05775
AT5G57655
AT5G10180
AT1G02380
AT4G15150
AT2G33060
AT1G79450
AT5G45310
AT3G50840
AT4G14140
AT1G58190
AT1G08173
AT5G57340
AT4G30110
AT2G42330
AT5G56270
AT3G01202
AT3G28150
AT5G59490
AT1G79520
AT1G44160
AT5G16170
AT1G29220
AT4G16130
AT5G49350
AT5G07290
AT5G44550
AT1G67148
AT5G66658
AT3G16210
AT4G25820
AT3G26480
AT4G25390
AT3G13784
AT1G45015
AT2G16586
AT1G30220
AT5G66170
AT2G43390
AT5G13210
AT3G21430
AT5G52330
AT4G19540
AT4G25070
AT2G44290
AT1G31820
AT1G61050
AT5G40730
AT5G54040
AT4G14180
AT4G21650
AT2G17550
AT4G23493
AT4G04570
AT3G06990
AT1G02350
AT3G47060
AT5G42210
AT3G62040
AT2G44280
AT3G62740
AT3G02550
AT1G56320
AT1G52680
AT1G77145
AT2G39420
AT4G36770
AT3G03965
AT3G10750
AT2G17680
AT1G47271
AT2G20080
AT4G37030
AT4G27300
AT5G53450
ATMG00520
AT1G14600
AT5G45810
AT3G13433
AT1G63780
AT1G04090
AT4G12350
AT1G58170
AT5G09930
AT1G55240
AT5G42710
AT2G30340
AT1G75770
AT3G02160
AT3G12150
AT1G52342
AT1G48490
AT2G37670
AT2G22930
AT4G30420
AT1G75600
AT5G07415
AT1G07350
AT1G14200
AT5G18780
AT2G21187
AT4G02005
AT5G49690
AT1G68520
AT1G73410
AT5G20490
AT3G14200
AT2G23170
AT1G10800
AT5G41410
AT4G02120
AT3G02290
AT5G42390
AT4G10843
AT1G48090
AT1G75310
AT5G41110
AT3G23110
AT5G14360
AT3G26100
AT3G59370
AT1G11185
AT5G24450
AT2G18090
AT1G55860
AT3G53540
AT2G25780
AT5G60720
AT5G40020
AT1G55960
AT1G09170
AT4G33330
AT4G19420
AT1G04487
AT5G02170
AT1G73810
AT2G31945
AT5G41470
AT5G27950
AT5G12430
AT5G56300
AT5G37180
AT3G18260
AT1G35330
AT5G65207
AT1G29640
AT5G54870
AT5G13550
AT1G58200
AT2G44070
AT5G63490
AT5G56250
AT3G04443
AT1G18880
AT5G17420
AT1G28760
AT3G26600
AT2G05205
AT2G07515
AT4G26470
AT5G66630
AT5G43130
AT4G22666
AT5G38070
AT1G22290
AT1G76130
AT5G45095
AT2G32270
AT1G15240
AT3G17250
AT2G18550
AT2G34510
AT1G23965
AT1G66470
AT2G18360
AT2G09190
AT3G46110
AT1G74770
AT5G43270
AT3G48195
AT4G08590
AT3G21790
AT5G63370
AT3G11010
AT4G13460
AT4G38470
AT1G67650
AT4G09950
AT1G59910
AT1G22930
AT1G16260
AT1G72210
AT1G77800
AT3G12520
AT5G56040
AT1G50590
AT4G01335
AT1G49000
AT1G06877
AT1G37150
AT2G40270
AT2G29970
AT3G14780
AT3G54720
AT1G32090
AT1G54170
AT5G21950
AT1G63450
AT2G04038
AT4G26100
AT5G16360
AT1G12360
AT4G17830
AT4G13330
AT3G23160
AT2G48130
AT4G33450
AT3G47730
AT5G19160
AT1G11170
AT1G27620
AT4G11000
AT4G33467
AT1G01480
AT3G57810
AT2G37150
AT3G51220
AT2G29410
AT1G09180
AT3G45960
AT3G09520
AT2G23100
AT2G39580
AT1G70060
AT3G28290
AT4G36870
AT5G67340
AT3G62700
AT2G40113
AT2G13100
AT5G45690
AT1G73200
AT5G40170
AT5G62040
AT4G23700
AT1G29400
AT1G61140
AT4G30460
AT4G27745
AT1G02610
AT2G02970
AT5G44730
AT5G15020
AT3G09775
AT3G22740
AT1G75620
AT1G13910
AT5G47980
AT1G68820
AT4G24140
AT3G62900
AT3G56140
AT4G03320
AT5G10625
AT3G10320
AT5G43910
AT1G72852
AT5G17430
AT3G25500
AT3G03560
AT3G50140
AT4G39420
AT4G28085
AT1G49310
AT3G51000
AT1G76720
AT4G02075
AT5G16110
AT5G06800
AT4G28530
AT5G45160
AT5G46190
AT2G04620
AT3G04210
AT1G48315
AT1G09155
AT5G64410
AT2G08950
AT1G72150
AT1G56550
AT4G39580
AT4G01840
AT2G43490
AT4G29950
AT5G18270
AT2G33170
AT5G10650
AT2G01300
AT1G02770
AT3G02460
AT1G69230
AT2G41960
AT3G03720
AT2G32670
AT1G24070
AT1G72790
AT4G32780
AT3G50650
AT5G11390
AT5G45520
AT5G66300
AT3G28050
AT4G35783
AT2G24140
AT4G31408
AT3G52820
AT4G39360
AT5G61960
AT1G47960
AT2G47600
AT5G23240
AT1G66500
AT3G22260
AT1G22403
AT2G23755
AT5G05810
AT1G22065
AT2G28315
AT2G44500
AT5G01542
AT1G32950
AT1G05120
AT4G05150
AT2G18370
AT2G20560
AT5G42510
AT1G58030
AT1G02670
AT5G54690
AT5G12970
AT1G52000
AT5G02880
AT4G23010
AT3G19900
AT1G21110
AT3G15570
AT1G62990
AT1G21010
AT3G10380
AT2G37090
AT1G31770
AT1G31130
AT5G58350
AT3G52770
AT4G01450
AT1G30070
AT3G20730
AT3G02170
AT4G13880
AT1G13700
AT3G17717
AT5G62680
AT5G53150
AT5G18980
AT1G21630
AT1G80960
AT4G03400
AT1G76952
AT4G04220
AT1G28815
AT2G19710
AT5G19420
AT3G45260
AT1G75850
AT2G14247
AT5G35370
AT1G59890
AT2G28110
AT1G19450
AT1G60160
AT2G23985
AT2G22740
AT4G00150
ATCG00180
AT2G34830
AT4G19960
AT5G59390
AT3G59350
AT3G28100
AT1G34420
AT5G06120
AT4G16535
AT1G62305
AT2G25320
AT4G31620
AT1G50260
AT2G01890
AT3G02305
AT4G26060
AT5G60800
AT3G49490
AT2G21840
AT1G76890
AT1G72800
AT1G15130
AT2G20440
AT5G54940
AT1G22890
AT2G30395
AT5G57070
AT2G28760
AT2G25660
AT3G07315
AT5G56240
AT4G23230
AT3G46900
AT5G52882
AT5G24810
AT1G46480
AT1G01180
AT2G20510
AT1G55280
AT1G63090
AT3G63340
AT5G38240
AT1G53625
AT2G03810
AT3G05870
AT5G11110
AT1G24570
AT1G53110
AT4G15530
AT5G41610
AT1G09230
AT2G47410
AT3G03165
AT5G49890
AT4G29790
AT1G63855
AT3G57380
AT5G23390
AT1G04540
AT4G39720
AT1G04555
AT5G38610
AT5G58870
AT2G22770
AT1G68250
AT5G65630
AT5G25820
AT4G17940
AT1G53790
AT1G75220
AT1G79620
AT3G18400
AT3G60966
AT5G42220
AT1G66920
AT1G80920
AT5G65590
AT3G23180
AT3G25590
AT5G53250
AT3G49760
AT2G26780
AT5G35926
AT2G16890
AT2G26750
AT2G31960
AT2G41280
AT2G02710
AT2G16660
AT2G32910
AT1G09740
AT4G20850
AT5G39020
AT4G01720
AT3G60450
AT1G48745
AT1G22370
AT1G22400
AT5G46710
AT5G56420
AT2G37060
AT2G43870
AT1G27990
AT2G33385
AT5G54650
AT5G61260
AT2G34530
AT1G66150
AT2G20720
AT3G27500
AT5G41800
AT5G22860
AT4G02540
AT3G48050
AT3G48060
AT2G36640
AT3G11960
AT1G21640
AT1G76870
AT1G73670
AT5G40690
AT3G11810
AT3G18773
AT2G43250
AT1G80010
AT5G67245
AT4G29440
AT4G06290
AT4G39270
AT4G35190
AT3G43850
AT5G38540
AT4G11350
AT4G18425
AT3G57760
AT5G60040
AT5G60610
AT1G61460
AT1G62370
AT1G76820
AT1G03550
AT4G06744
AT3G18320
AT1G68980
AT1G62440
AT3G11570
AT1G04970
AT4G19185
AT5G08710
AT4G28840
AT3G63180
AT2G01190
AT1G24145
AT2G46180
AT5G35110
AT2G23210
AT3G17185
AT4G02750
AT4G30270
AT2G23450
AT3G55050
AT2G03640
AT5G59340
AT4G35685
AT1G55740
AT5G47480
AT3G02500
AT2G18210
AT5G37480
AT5G40590
AT5G11700
AT1G02990
AT1G05277
AT2G47810
AT4G25940
AT1G17580
AT4G28150
AT3G48020
ATMG01090
AT3G45830
AT5G56520
AT3G14280
AT1G72840
AT1G56140
AT4G38060
AT4G39361
AT1G64795
AT3G60200
AT5G65620
AT1G68720
AT4G13572
